FID,ORGANIZATI,FIRENAME,FIRENUMBER,FIRECODE,CAUSE,SPECCAUSE,STATCAUSE,SIZECLASS,FIRETYPE,YEAR_,STARTDATED,CONTRDATED,OUTDATED,STATE,STATE_FIPS,DLATITUDE,DLONGITUDE,TOTALACRES,TRPGENCAUS,TRPSPECCAU
252453,FS,BONE CREEK,9,P2DWU5,Natural,1,1,G,0,2007,8/13/07 0:00,10/1/07 0:00,10/28/07 0:00,Wyoming,56,44.60055556,-107.6708333,13450,0,0
252465,FS,SOLDIER CREEK,99,P46009,Natural,1,1,F,0,1999,7/19/99 0:00,,11/8/99 0:00,Idaho,16,44.60111111,-115.2011111,2228,0,0
252569,FS,HURD,62,P4FSW6,Natural,1,1,F,0,2010,8/20/10 0:00,10/15/10 0:00,11/8/10 0:00,Idaho,16,44.60555556,-116.1652778,1380,0,0
252591,FS,EAGLE NEST,257, ,Natural,1,1,F,0,1989,7/26/89 0:00,8/11/89 0:00,11/1/89 0:00,Idaho,16,44.60666667,-115.9116667,1100,0,0
252879,FS,MORSE,70,P46040,Natural,1,1,G,0,2000,8/10/00 0:00,10/10/00 0:00,10/16/00 0:00,Idaho,16,44.61666667,-113.7933333,5756,0,0
252931,FS,EYERLY  0684,68,P60758,Natural,1,1,G,0,2002,7/6/02 0:00,8/20/02 0:00,7/4/03 0:00,Oregon,41,44.61861111,-121.4713889,23573,0,0
252972,FS,SHOWERBATH,57,P4DU8G,Natural,1,1,G,0,2007,7/30/07 0:00,11/27/07 0:00,11/27/07 0:00,Idaho,16,44.62083333,-114.6222222,60009,0,0
253019,FS,FALLS CREEK,5,P4BO3W,Natural,1,1,F,0,2005,7/18/05 0:00,8/7/05 0:00,11/29/05 0:00,Idaho,16,44.62222222,-113.7458333,1445,0,0
253352,FS,BEAR BUTTE,137,P63789,Natural,1,1,G,0,2003,8/4/03 0:00,11/4/03 0:00,,Oregon,41,44.63638889,-121.7586111,11035,0,0
253355,FS,0318  BEAR BUTTE 2,228, ,Natural,1,1,F,0,2014,7/13/14 0:00,11/7/14 0:00,11/14/14 0:00,Oregon,41,44.63638889,-121.7497222,4040,0,0
253374,FS,BEAR CREEK,249, ,Natural,1,1,G,0,1989,7/26/89 0:00,8/15/89 0:00,8/30/89 0:00,Idaho,16,44.63666667,-115.6516667,6324,0,0
253410,FS,SNOWSHOE,31,P46058,Natural,1,1,G,0,2001,7/23/01 0:00,10/15/01 0:00,10/29/01 0:00,Idaho,16,44.63833333,-115.3716667,23647,0,0
253586,FS,SUMMIT,105,P4C4ST,Natural,1,1,F,0,2006,8/20/06 0:00,9/10/06 0:00,9/25/06 0:00,Idaho,16,44.64583333,-115.5755556,2500,0,0
253710,FS,LUNCH CREEK,250, ,Natural,1,1,G,0,1989,7/26/89 0:00,8/15/89 0:00,8/30/89 0:00,Idaho,16,44.65,-115.6083333,9595,0,0
253785,FS,SANDY,45,P4DR50,Natural,1,1,G,0,2007,7/17/07 0:00,8/15/07 0:00,10/31/07 0:00,Idaho,16,44.65166667,-115.4719444,18306,0,0
254027,FS,HUCKLEBERRY,274, ,Natural,1,1,G,0,1986,8/2/86 0:00,8/9/86 0:00,9/22/86 0:00,Oregon,41,44.66361111,-118.2072222,8000,0,0
254278,FS,BRIDGE,61, ,Natural,1,1,G,0,1996,8/27/96 0:00,12/1/96 0:00,12/24/96 0:00,Idaho,16,44.67333333,-114.6866667,20000,0,0
254437,FS,SOUTH FORK,75,P41960,Human,30,9,G,0,2003,8/10/03 0:00,8/28/03 0:00,10/15/03 0:00,Idaho,16,44.68194444,-115.6841667,6970,0,0
254589,FS,Conner Gulch,74, ,Natural,1,1,A,1,2015,9/10/15 0:00,,9/11/15 0:00,Idaho,16,44.68888889,-116.8866667,7500,1,1
254658,FS,NORTH FORK,92,P4DR27,Natural,1,1,G,0,2007,7/17/07 0:00,9/20/07 0:00,10/20/07 0:00,Idaho,16,44.69305556,-115.84,48143,0,0
254737,FS,MADISON ARM,6,P1DK51,Human,4,9,F,0,2007,6/27/07 0:00,7/28/07 0:00,10/1/07 0:00,Montana,30,44.6975,-111.1694444,3660,0,0
254744,FS,FALCONBERRY,57,P46060,Human,8,4,G,0,2003,8/10/03 0:00,12/9/03 0:00,12/9/03 0:00,Idaho,16,44.69833333,-114.7644444,25007,0,0
254798,FS,BURNT,61,P4C17J,Natural,1,1,F,0,2006,7/30/06 0:00,8/23/06 0:00,10/1/06 0:00,Idaho,16,44.70027778,-115.4836111,2100,0,0
254877,FS,REED,238, ,Human,9,4,F,0,1994,9/24/94 0:00,10/1/94 0:00,10/30/94 0:00,Oregon,41,44.705,-118.6333333,2440,0,0
255141,FS,Henry Mill,10,P2J4P5,Human,30,4,A,1,2015,10/19/15 0:00,,10/22/15 0:00,Wyoming,56,44.71888889,-109.3808333,1259,2,30
255205,FS,NEEDLES SOUTH,247, ,Natural,1,1,F,0,1989,7/26/89 0:00,8/15/89 0:00,8/31/89 0:00,Idaho,16,44.72333333,-115.8316667,3500,0,0
255211,FS,THUNDERBOLT,260, ,Human,9,1,G,0,1994,8/3/94 0:00,10/30/94 0:00,11/20/94 0:00,Idaho,16,44.72333333,-115.6516667,11881,0,0
255212,FS,THUNDERBOLT,103, ,Human,8,1,G,0,1994,8/3/94 0:00,10/30/94 0:00,11/20/94 0:00,Idaho,16,44.72333333,-115.6516667,13400,0,0
255225,FS,FALCONBERRY,6, ,Natural,1,1,F,0,1996,7/2/96 0:00,9/2/96 0:00,9/15/96 0:00,Idaho,16,44.72333333,-114.79,2580,0,0
255257,FS,HORN CREEK,259, ,Natural,1,1,F,0,1989,7/26/89 0:00,8/24/89 0:00,11/1/89 0:00,Idaho,16,44.725,-115.5266667,3073,0,0
255413,FS,VINEGAR,49,P6HVJ1,Natural,1,1,F,0,2013,8/12/13 0:00,9/30/13 0:00,,Oregon,41,44.734722,-118.5425,1351,0,0
255535,FS,RED BLUFF,39,G4C6W2,Natural,1,1,G,0,2007,7/17/07 0:00,11/18/07 0:00,11/27/07 0:00,Idaho,16,44.74138889,-114.8713889,62591,0,0
255546,FS,INDIAN ROCK,116, ,Natural,1,1,F,0,1994,8/1/94 0:00,8/21/94 0:00,10/31/94 0:00,Oregon,41,44.74166667,-118.705,1440,0,0
255644,FS,TOBIAS,17,P46048,Human,30,4,G,0,2003,7/12/03 0:00,7/29/03 0:00,9/9/03 0:00,Idaho,16,44.74833333,-113.7172222,13843,0,0
255708,FS,DOLLAR CREEK,248, ,Human,10,1,G,0,1989,7/26/89 0:00,8/24/89 0:00,11/1/89 0:00,Idaho,16,44.75166667,-115.7533333,11000,0,0
255856,FS,LITTLE PISTOL,94,P46032,Natural,1,1,G,0,2000,8/10/00 0:00,10/20/00 0:00,11/1/00 0:00,Idaho,16,44.76027778,-115.3341667,63760,0,0
255868,FS,PYRAMID,45,P6FR3R,Natural,1,1,F,0,2010,8/17/10 0:00,10/27/10 0:00,11/8/10 0:00,Oregon,41,44.76138889,-121.7983333,1682,0,0
255925,FS,VAN HORN,32,P4C65E,Natural,1,1,F,0,2007,7/14/07 0:00,9/11/07 0:00,11/27/07 0:00,Idaho,16,44.76527778,-114.2958333,1650,0,0
256177,FS,SUMMIT,47, ,Natural,1,1,G,0,1996,8/13/96 0:00,9/16/96 0:00,12/31/96 0:00,Oregon,41,44.77666667,-118.6416667,37835,0,0
256576,FS,LOST LAKE,54, ,Human,30,1,F,0,1986,8/10/86 0:00,8/21/86 0:00,9/20/86 0:00,Oregon,41,44.8,-118.6666667,3200,0,0
256588,FS,MCKIM,94, ,Natural,1,1,F,0,1991,8/25/91 0:00,9/1/91 0:00,11/30/91 0:00,Idaho,16,44.8,-113.9333333,4940,0,0
256620,FS,DANO,18, ,Natural,1,1,F,0,1996,8/18/96 0:00,8/26/96 0:00,9/24/96 0:00,Wyoming,56,44.80166667,-109.3433333,1906,0,0
256639,FS,SHARPS RIDGE,92,P6C4LB,Natural,1,1,G,0,2006,8/14/06 0:00,9/6/06 0:00,11/15/06 0:00,Oregon,41,44.80277778,-118.7402778,5394.9,0,0
256727,FS,EUREKA,33,P1HU8T,Natural,1,1,G,0,2013,8/11/13 0:00,10/17/13 0:00,10/18/13 0:00,Montana,30,44.807778,-111.913889,6768,0,0
256778,FS,PROSPECT CREEK,82,G46073,Natural,1,1,F,0,2003,8/19/03 0:00,12/9/03 0:00,12/9/03 0:00,Idaho,16,44.81,-114.9641667,2800,0,0
257077,FS,RIORDON,56,P4DR27,Natural,1,1,G,0,2007,7/17/07 0:00,8/22/07 0:00,10/31/07 0:00,Idaho,16,44.82611111,-115.4508333,54079,0,0
257276,FS,COUGAR,26,P4C26Q,Natural,1,1,G,0,2006,8/7/06 0:00,10/23/06 0:00,11/8/06 0:00,Idaho,16,44.8375,-115.7533333,28431,0,0
257295,FS,RIORDAN CREEK,245, ,Natural,1,1,F,0,1989,7/26/89 0:00,8/13/89 0:00,9/10/89 0:00,Idaho,16,44.83833333,-115.4466667,3100,0,0
257594,FS,MOTHER LODE,34,P6GDN2,Natural,1,1,F,0,2011,8/26/11 0:00,10/13/11 0:00,,Oregon,41,44.85611111,-122.1052778,2033,0,0
257604,FS,CUB (WFU),55,G4B6RR,Natural,1,1,F,0,2006,8/7/06 0:00,9/20/06 0:00,10/25/06 0:00,Idaho,16,44.85722222,-114.7733333,3908,0,0
257623,FS,CUDDY,134,P4C6B1,Natural,1,1,F,0,2006,9/8/06 0:00,9/18/06 0:00,11/6/06 0:00,Idaho,16,44.85916667,-116.7630556,1202,0,0
257654,FS,BULL OF THE WOODS,40,P6FR3R,Natural,1,1,F,0,2010,8/17/10 0:00,10/27/10 0:00,11/8/10 0:00,Oregon,41,44.86055556,-122.0555556,2810,0,0
257702,FS,NORTON CREEK,67, ,Natural,1,1,G,0,1999,8/24/99 0:00,,11/8/99 0:00,Idaho,16,44.86388889,-114.8497222,7878,0,0
257706,FS,INTERMISSION,15, ,Natural,1,3,F,0,1988,7/29/88 0:00,9/12/88 0:00,11/15/88 0:00,Wyoming,56,44.86416667,-107.8883333,1800,0,0
257717,FS,MCCARTE RIDGE,16, ,Natural,1,1,G,0,1988,7/4/88 0:00,11/1/88 0:00,11/1/88 0:00,Idaho,16,44.865,-114.72,11079,0,0
257751,FS,INDIAN,56,P45546,Natural,1,1,G,0,2000,8/11/00 0:00,10/30/00 0:00,10/30/00 0:00,Idaho,16,44.86694444,-115.3175,9371,0,0
257771,FS,BULL,39, ,Natural,1,1,G,0,1996,8/13/96 0:00,9/16/96 0:00,12/31/96 0:00,Oregon,41,44.86833333,-118.6833333,8332,0,0
257795,FS,INDIAN CREEK II,95,P46032,Natural,1,1,F,0,2000,8/10/00 0:00,11/1/00 0:00,11/1/00 0:00,Idaho,16,44.86833333,-115.3011111,2800,0,0
257884,FS,TAPPAN CREEK,43, ,Natural,1,4,F,0,1987,9/13/87 0:00,11/20/87 0:00,11/20/87 0:00,Idaho,16,44.87333333,-114.7683333,4160,0,0
258038,FS,CAMP CREEK,154, ,Natural,1,1,F,0,1992,8/17/92 0:00,9/21/92 0:00,10/20/92 0:00,Idaho,16,44.88333333,-115.6483333,2110,0,0
258147,FS,RATHBONE,43,P15563,Natural,1,1,F,0,2003,8/20/03 0:00,8/21/03 0:00,9/20/03 0:00,Montana,30,44.88916667,-111.1030556,3010,0,0
258199,FS,DEEP LAKE,8,P27063,Natural,1,1,G,0,2003,7/15/03 0:00,8/1/03 0:00,11/5/03 0:00,Wyoming,56,44.89416667,-109.3591667,6980,0,0
258304,FS,SLOANS RIDGE,149, ,Natural,1,1,G,0,1996,7/30/96 0:00,8/25/96 0:00,10/19/96 0:00,Oregon,41,44.90027778,-118.2938889,10137,0,0
258324,FS,SOUTH SHELLROCK,60,P45500,Natural,1,1,G,0,2000,8/9/00 0:00,11/22/00 0:00,11/22/00 0:00,Idaho,16,44.90194444,-115.9508333,8530,0,0
258433,FS,CRANE CREEK,96, ,Human,27,1,G,0,1986,8/10/86 0:00,9/10/86 0:00,9/30/86 0:00,Oregon,41,44.91166667,-118.4833333,5800,0,0
258449,FS,SODA,126, ,Natural,1,1,F,0,1998,8/21/98 0:00,9/21/98 0:00,9/25/98 0:00,Idaho,16,44.91166667,-114.6766667,1317,0,0
258453,FS,NORTON RIDGE,96,P46032,Natural,1,1,F,0,2000,8/10/00 0:00,,,Idaho,16,44.91194444,-114.9544444,2880,0,0
258518,FS,RYDER CREEK,78, ,Natural,1,1,G,0,1987,8/13/87 0:00,11/1/87 0:00,12/1/87 0:00,Oregon,41,44.91666667,-118.605,14650,0,0
258576,FS,COTTONWOOD WFU,805,G4DP80,Natural,1,1,G,0,2007,7/18/07 0:00,9/25/07 0:00,10/16/07 0:00,Idaho,16,44.91916667,-115.0497222,14637,0,0
258587,FS,RAINBOW,19,P4C1X6,Natural,1,1,F,0,2006,7/27/06 0:00,8/9/06 0:00,11/8/06 0:00,Idaho,16,44.92027778,-115.8366667,3383,0,0
258629,FS,KELSAY BUTTE,28,P6EK2L,Natural,1,1,G,0,2009,8/1/09 0:00,10/16/09 0:00,11/18/09 0:00,Oregon,41,44.92472222,-118.6513889,6900,0,0
258653,FS,APAREJO,84,P46032,Natural,1,1,G,0,2000,8/11/00 0:00,11/1/00 0:00,11/27/00 0:00,Idaho,16,44.925,-114.6766667,24639,0,0
258656,FS,JACKASS,50,P46298,Natural,1,1,F,0,1998,8/7/98 0:00,9/8/98 0:00,10/15/98 0:00,Idaho,16,44.925,-114.6083333,1016,0,0
258666,FS,BEAVER CREEK,26,P15508,Natural,1,1,G,0,2000,8/10/00 0:00,9/2/00 0:00,10/16/00 0:00,Montana,30,44.92611111,-111.3377778,10800,0,0
258827,FS,NICK,48,P45546,Natural,1,1,F,0,2000,8/10/00 0:00,10/30/00 0:00,10/30/00 0:00,Idaho,16,44.93472222,-115.8191667,4232,0,0
258953,FS,PHOEBE 2,81,P4C26Q,Natural,1,1,F,0,2006,8/8/06 0:00,10/23/06 0:00,11/8/06 0:00,Idaho,16,44.94194444,-115.6466667,1950,0,0
258979,FS,BISHOP CREEK,41,P4C26Q,Natural,1,1,F,0,2006,8/6/06 0:00,10/5/06 0:00,10/23/06 0:00,Idaho,16,44.94333333,-115.3805556,2650,0,0
259112,FS,KRASSEL,141,P4C26Q,Natural,1,1,F,0,2006,8/7/06 0:00,10/23/06 0:00,11/8/06 0:00,Idaho,16,44.95027778,-115.7188889,1100,0,0
259152,FS,TROUT MEADOWS,62,P6DU42,Natural,1,1,F,0,2007,7/29/07 0:00,8/29/07 0:00,11/20/07 0:00,Oregon,41,44.95222222,-118.4852778,3890,0,0
259213,FS,SHELL ROCK,53,P49000,Natural,1,1,G,0,2000,8/10/00 0:00,11/1/00 0:00,11/27/00 0:00,Idaho,16,44.955,-114.955,74235,0,0
259254,FS,BLACKWELL,156, ,Natural,1,1,G,0,1994,8/3/94 0:00,10/31/94 0:00,10/31/94 0:00,Idaho,16,44.95666667,-116.005,55890,0,0
259329,FS,WHEELER POINT,32, ,Human,30,9,G,0,1996,8/10/96 0:00,8/17/96 0:00,11/4/96 0:00,Oregon,41,44.96,-119.8766667,22000,0,0
259416,FS,HOLE IN THE WALL,11,P2EKU8,Natural,1,1,G,0,2011,8/21/11 0:00,9/15/11 0:00,11/5/11 0:00,Wyoming,56,44.96361111,-109.3155556,6343,0,0
259418,FS,RASPBERRY,31,P6EK2L,Natural,1,1,G,0,2009,8/1/09 0:00,10/16/09 0:00,11/18/09 0:00,Oregon,41,44.96388889,-118.7258333,6900,0,0
259454,FS, ,24, ,Natural,1,1,F,0,1988,6/23/88 0:00,7/22/88 0:00,9/15/88 0:00,Idaho,16,44.96666667,-114.7,3000,0,0
259500,FS,NORTH SHELLROCK,59,P45500,Natural,1,1,F,0,2000,8/9/00 0:00,11/22/00 0:00,11/22/00 0:00,Idaho,16,44.96833333,-114.9355556,2683,0,0
259613,FS,VAN METER,27,P4C26Q,Natural,1,1,F,0,2006,8/7/06 0:00,10/23/06 0:00,11/8/06 0:00,Idaho,16,44.97444444,-115.5016667,3300,0,0
259691,FS,SALT,46,P4GCN0,Natural,1,1,G,0,2011,8/20/11 0:00,10/24/11 0:00,10/24/11 0:00,Idaho,16,44.97777778,-114.2363889,24501,0,0
259712,FS,THUNDER CITY,24,P4HRT5,Natural,1,1,G,0,2013,7/19/13 0:00,10/1/13 0:00,10/8/13 0:00,Idaho,16,44.978889,-115.258056,13263,0,0
259715,FS,TAMARACK WFU,815,G4C3LF,Natural,1,1,F,0,2006,8/8/06 0:00,8/12/06 0:00,10/13/06 0:00,Idaho,16,44.97916667,-115.3727778,2360,0,0
259735,FS,CLEAR,167, ,Natural,1,1,G,0,1986,8/2/86 0:00,8/11/86 0:00,9/18/86 0:00,Oregon,41,44.98083333,-118.3208333,6411,0,0
259846,FS,OTTER CREEK,70,P6DW34,Natural,1,1,F,0,2007,8/15/07 0:00,9/9/07 0:00,11/20/07 0:00,Oregon,41,44.98555556,-118.7888889,3039,0,0
259864,FS,LITTLE HORN II,8,P20001,Natural,1,1,G,0,2003,8/8/03 0:00,9/10/03 0:00,10/31/03 0:00,Wyoming,56,44.98611111,-107.6513889,7400,0,0
259889,FS,RUSH CREEK,24,P4EB5Y,Natural,1,1,F,0,2006,6/19/06 0:00,,10/17/08 0:00,Idaho,16,44.98722222,-114.9872222,1435,0,0
259918,FS,PROFILE,84,P4DP22,Natural,1,1,F,0,2007,9/5/07 0:00,10/25/07 0:00,10/26/07 0:00,Idaho,16,44.98833333,-115.4538889,4556,0,0
260146,FS,MISSOURI RIDGE WFU,806,G4B3ML,Natural,1,1,G,0,2005,8/1/05 0:00,11/3/05 0:00,11/3/05 0:00,Idaho,16,45.00055556,-115.3875,6775,0,0
260208,FS,MALLORY,103,P60001,Natural,1,1,F,0,2001,8/12/01 0:00,9/30/01 0:00,10/1/01 0:00,Oregon,41,45.00361111,-119.3277778,4096.4,0,0
260383,FS,RED HILL,25,P6DQL9,Natural,1,1,G,0,2007,7/12/07 0:00,8/7/07 0:00,11/2/07 0:00,Oregon,41,45.01527778,-119.4497222,53448,0,0
260411,FS,SHORT CREEK II,120,P46032,Natural,1,1,G,0,2000,8/14/00 0:00,11/1/00 0:00,11/27/00 0:00,Idaho,16,45.01666667,-114.7505556,5700,0,0
260556,FS,Brundage,28, ,Natural,1,1,A,1,2015,7/8/15 0:00,,7/9/15 0:00,Idaho,16,45.02194444,-116.1288889,8333,1,1
260589,FS,NORTON RIDGE,85, ,Human,27,1,F,0,1994,8/27/94 0:00,9/12/94 0:00,10/12/94 0:00,Idaho,16,45.025,-114.9383333,1184,0,0
260592,FS,CLOVER/MIST,55, ,Human,8,9,G,0,1988,7/9/88 0:00,10/20/88 0:00,10/20/88 0:00,Montana,30,45.025,-109.7833333,387400,0,0
260699,FS,SHEEP CREEK WFU,807,G4CY32,Natural,1,1,F,0,2006,8/7/06 0:00,10/23/06 0:00,11/8/06 0:00,Idaho,16,45.02972222,-115.6030556,3300,0,0
260768,FS,TANNER GULCH,369, ,Natural,1,1,F,0,1989,7/26/89 0:00,8/8/89 0:00,9/18/89 0:00,Oregon,41,45.03305556,-118.2422222,4700,0,0
260772,FS,BOUNDARY,228, ,Human,9,1,G,0,1994,8/7/94 0:00,8/22/94 0:00,11/7/94 0:00,Oregon,41,45.03333333,-118.525,8363,0,0
260773,FS,BOUNDARY,328, ,Natural,1,1,G,0,1994,8/7/94 0:00,8/22/94 0:00,11/14/94 0:00,Oregon,41,45.03333333,-118.525,11081,0,0
260807,FS,WITHINGTON,58,P46062,Natural,1,1,G,0,2003,8/11/03 0:00,9/7/03 0:00,9/17/03 0:00,Idaho,16,45.03333333,-113.8333333,10567,0,0
260929,FS,DECKARD FLATS,44, ,Human,23,1,F,0,1994,9/1/94 0:00,9/5/94 0:00,10/21/94 0:00,Montana,30,45.04,-110.6233333,2200,0,0
260965,FS,BRUSH LAKE,155, ,Human,30,1,G,0,1994,8/3/94 0:00,10/31/94 0:00,10/31/94 0:00,Idaho,16,45.04166667,-115.9733333,8300,0,0
260991,FS,GOAT WFU,804,G4DP80,Natural,1,1,G,0,2007,7/13/07 0:00,9/25/07 0:00,10/16/07 0:00,Idaho,16,45.04305556,-115.285,25907,0,0
261051,FS,BULL,2,P1GCE2,Natural,1,1,F,0,2011,7/25/11 0:00,11/3/11 0:00,11/7/11 0:00,Montana,30,45.04611111,-110.4394444,1163.9,0,0
261154,FS,LEWIS WFU,816,G4CY32,Natural,1,1,F,0,2006,8/7/06 0:00,9/12/06 0:00,10/13/06 0:00,Idaho,16,45.05111111,-114.9069444,1539,0,0
261232,FS,TWIN LAKES,142,P4C26Q,Natural,1,1,F,0,2006,8/7/06 0:00,8/11/06 0:00,10/13/06 0:00,Idaho,16,45.05611111,-115.4997222,1539,0,0
261258,FS,RUSH CREEK,114, ,Natural,1,4,G,0,1991,8/7/91 0:00,10/25/91 0:00,11/4/91 0:00,Idaho,16,45.05666667,-115.5866667,8487,0,0
261309,FS,WESTY,51,P4EHU6,Natural,1,1,F,0,2008,8/7/08 0:00,,10/17/08 0:00,Idaho,16,45.05888889,-114.9858333,4320,0,0
261315,FS,TAILHOLT CREEK,58,P4C26Q,Natural,1,1,F,0,2006,8/8/06 0:00,10/23/06 0:00,11/8/06 0:00,Idaho,16,45.05916667,-115.6888889,4500,0,0
261516,FS,ZENA CREEK,16,P4DP22,Natural,1,1,G,0,2007,7/6/07 0:00,10/10/07 0:00,10/25/07 0:00,Idaho,16,45.06972222,-115.7294444,95193,0,0
261617,FS,CLEAR CREEK,130,P6C5YZ,Natural,1,1,G,0,2006,9/4/06 0:00,10/1/06 0:00,10/30/06 0:00,Oregon,41,45.07333333,-117.1527778,11615,0,0
261654,FS,TOWER,53, ,Natural,1,1,G,0,1996,8/13/96 0:00,9/9/96 0:00,12/31/96 0:00,Oregon,41,45.075,-118.5666667,50633,0,0
261767,FS,LICK CREEK WFU,806,G4CY32,Natural,1,1,F,0,2006,7/5/06 0:00,9/12/06 0:00,11/8/06 0:00,Idaho,16,45.07972222,-115.7977778,1038,0,0
262000,FS,TROUT CREEK,104,P6DQ44,Natural,1,1,F,0,2007,7/13/07 0:00,9/13/07 0:00,10/5/07 0:00,Oregon,41,45.08888889,-117.4966667,1386,0,0
262025,FS,NORTH FORK LICK,43,P45823,Natural,1,1,F,0,2003,7/30/03 0:00,11/7/03 0:00,11/7/03 0:00,Idaho,16,45.09,-115.825,2534,0,0
262036,FS,NINE SHOT,89,G4B5H4,Natural,1,1,G,0,2005,8/26/05 0:00,10/31/05 0:00,10/31/05 0:00,Idaho,16,45.09055556,-114.7036111,20400,0,0
262237,FS,ZENA CREEK,106, ,Natural,1,1,F,0,1989,7/26/89 0:00,8/8/89 0:00,9/24/89 0:00,Idaho,16,45.1,-115.725,1385,0,0
262261,FS,ELK CREEK,53,P45624,Natural,1,1,F,0,2001,8/12/01 0:00,9/15/01 0:00,10/15/01 0:00,Idaho,16,45.10055556,-115.625,2710,0,0
262341,FS,FLY,90,6B4WY,Natural,1,1,F,0,2005,8/21/05 0:00,8/29/05 0:00,12/5/05 0:00,Oregon,41,45.10277778,-118.5108333,1066,0,0
262423,FS,WESLEY,57,P4G70E,Natural,1,1,G,0,2012,9/9/12 0:00,10/25/12 0:00,11/28/12 0:00,Idaho,16,45.10638889,-116.5052778,16010,0,0
262497,FS,MULE PEAK,89,6B2HV,Natural,1,1,F,0,2005,7/28/05 0:00,8/15/05 0:00,12/6/05 0:00,Oregon,41,45.10805556,-117.5597222,1400,0,0
262518,FS,HELLROARING,43, ,Human,9,4,G,0,1988,8/15/88 0:00,9/11/88 0:00,11/2/88 0:00,Montana,30,45.10833333,-110.3833333,81890,0,0
262637,FS,CORRAL CREEK,108, ,Natural,1,1,G,0,1994,8/2/94 0:00,10/31/94 0:00,10/31/94 0:00,Idaho,16,45.115,-116.1783333,115659,0,0
262713,FS,GOLDEN,99, ,Natural,1,1,G,0,1988,8/14/88 0:00,9/17/88 0:00,11/18/88 0:00,Idaho,16,45.11666667,-114.8333333,17217,0,0
262776,FS,WATERFALL,80, ,Natural,1,1,F,0,1995,9/4/95 0:00,12/15/95 0:00,12/15/95 0:00,Idaho,16,45.11833333,-114.7133333,2200,0,0
262786,FS,HORTON,66,P4DP22,Natural,1,1,F,0,2007,7/29/07 0:00,8/30/07 0:00,10/24/07 0:00,Idaho,16,45.11888889,-116.0719444,1407,0,0
262805,FS,BRUNDAGE,33,P15560,Natural,1,1,F,0,2003,8/15/03 0:00,11/16/03 0:00,12/17/03 0:00,Montana,30,45.11972222,-110.4244444,3200,0,0
262928,FS,WILDHORSE CREEK,79, ,Natural,1,1,F,0,1990,8/8/90 0:00,10/29/90 0:00,10/29/90 0:00,Idaho,16,45.12333333,-115.2016667,2490,0,0
262968,FS,DUNCE WFU,804,G4CY32,Natural,1,1,G,0,2006,7/7/06 0:00,9/12/06 0:00,9/17/06 0:00,Idaho,16,45.125,-114.7830556,7898,0,0
263277,FS,RED WAFFLE,51, ,Human,30,9,G,0,2002,7/14/02 0:00,9/10/02 0:00,9/10/02 0:00,Montana,30,45.13666667,-109.6916667,5859,0,0
263286,FS,LOON LAKE,44,P4C65D,Natural,1,1,G,0,2007,7/13/07 0:00,11/27/07 0:00,11/27/07 0:00,Idaho,16,45.13777778,-115.8558333,120077,0,0
263402,FS,CABIN CREEK,33,P4ED8Y,Human,11,5,G,0,2008,7/30/08 0:00,8/8/08 0:00,8/29/08 0:00,Idaho,16,45.14361111,-114.9277778,5500,0,0
263405,FS,MARBLE,52,P45826,Natural,1,1,G,0,2003,8/6/03 0:00,11/7/03 0:00,11/7/03 0:00,Idaho,16,45.14388889,-115.2602778,6080,0,0
263541,FS,STORM CREEK,56, ,Natural,1,9,G,0,1988,6/14/88 0:00,10/21/88 0:00,12/9/88 0:00,Montana,30,45.15,-110.075,108942,0,0
263574,FS,DIAMOND POINT,26,P45538,Natural,1,1,G,0,2000,7/31/00 0:00,11/22/00 0:00,11/22/00 0:00,Idaho,16,45.15138889,-115.1858333,149772,0,0
263815,FS,NORTH STAR BUTTE,52, ,Natural,1,1,F,0,2004,8/13/04 0:00,8/25/04 0:00,10/27/04 0:00,Idaho,16,45.16277778,-116.4569444,1030,0,0
263845,FS,SHIP ISLAND,48,P4GE4J,Natural,1,1,F,0,2011,8/25/11 0:00,,10/24/11 0:00,Idaho,16,45.16444444,-114.6702778,2820,0,0
263859,FS,POWERLINE,100, ,Natural,1,1,F,0,1994,8/9/94 0:00,8/16/94 0:00,10/31/94 0:00,Idaho,16,45.165,-114.25,1090,0,0
263984,FS,CASCADE,18,P1EDZ4,Human,30,9,G,0,2008,7/26/08 0:00,7/26/08 0:00,10/20/08 0:00,Montana,30,45.16944444,-109.4875,10173,0,0
264140,FS,WHANG DOODLE,99, ,Natural,1,1,G,0,1989,7/26/89 0:00,8/18/89 0:00,9/20/89 0:00,Idaho,16,45.175,-115.7466667,7690,0,0
264227,FS,SHEPARD MTN,81, ,Natural,1,1,G,0,1996,8/25/96 0:00,9/12/96 0:00,10/23/96 0:00,Montana,30,45.17833333,-109.655,14890,0,0
264262,FS,WILLIE,78, ,Human,30,9,F,0,2000,8/27/00 0:00,9/6/00 0:00,9/6/00 0:00,Montana,30,45.17916667,-109.3361111,1503,0,0
264340,FS,MONUMENT,30,G15515,Natural,1,1,F,0,2001,8/11/01 0:00,10/15/01 0:00,11/23/01 0:00,Montana,30,45.18305556,-110.1769444,2560,0,0
264364,FS,GOLDEN,69, ,Natural,1,1,G,0,1988,8/24/88 0:00,8/30/88 0:00,11/15/88 0:00,Idaho,16,45.18333333,-114.8166667,44600,0,0
